	Source	Target	Via	Weight	Type
1842	#per34	#org12	oral	4	Directed
628	#per662	#org70	oral	4	Directed
169	#per195	#per104	oral	4	Directed
422	#per991	#per14	prayer	4	Directed
1544	#per1437	#per15	oral	4	Directed
1554	#per39	#per15	oral	4	Directed
1550	#per1072	#per15	oral	4	Directed
678	#per35	#per35	oral	4	Directed
1576	#per15	#per1202	oral	4	Directed
1594	#per14	#per859	idea	4	Directed
684	#per35	#per657	oral	4	Directed
1234	#org0	#per14	soCalled	4	Directed
681	#org131	#per657	oral	4	Directed
389	#org44	#org44	oral	4	Directed
2110	#org24	#per504	oral	4	Directed
593	#org19	#org19	oral	4	Directed
2144	#org185	#org0	socalled	4	Directed
513	#org39	#org46	oral	4	Directed
1956	#per1	#org11	oral	3	Directed
1843	#per34	#per1	oral	3	Directed
241	#per585	#org65	oral	3	Directed
1276	#org18	#per14	prayer	3	Directed
623	#per481	#per95	oral	3	Directed
1201	#org307	#per969	oral	3	Directed
491	#org39	#per990	oral	3	Directed
2091	#org13	#org100	oral	3	Directed
2093	#org118	#per504	oral	3	Directed
167	#per178	#per267	oral	3	Directed
102	#per14	#per4	dream	3	Directed
1980	#per30	#org3	oral	3	Directed
1244	#org19	#per14	oral	3	Directed
1339	#org183	#org122	soCalled	3	Directed
1335	#per1868	#per14	prayer	3	Directed
1739	#per574	#per77	oral	3	Directed
322	#per639	#thin1	oral	3	Directed
434	#per991	#org236	oral	3	Directed
1197	#per1067	#org39	oral	3	Directed
1814	#org3	#org0	oral	3	Directed
1263	#org19	#org19	soCalled	3	Directed
1369	#org14	#org0	oath	3	Directed
340	#per14	#org0	oath	3	Directed
1715	#per471	#org99	written	3	Directed
1716	#org99	#org99	oral	3	Directed
231	#per26	#org25	idea	3	Directed
1817	#org2	#org0	soCalled	3	Directed
1555	#per14	#per1134	oral	3	Directed
825	#org39	#org70	oral	3	Directed
826	#org70	#org39	oral	3	Directed
234	#per26	#per583	oral	3	Directed
1898	#per50	#org0	oral	3	Directed
1330	#thin0	#org19	soCalled	3	Directed
1033	#per1702	#per1563	oral	3	Directed
1032	#per1563	#per1702	oral	3	Directed
953	#per1585	#org24	oral	3	Directed
834	#per35	#org162	oral	3	Directed
835	#org162	#per35	oral	3	Directed
240	#per585	#per500	oral	3	Directed
1992	#per58	#per1	oral	3	Directed
1096	#per1670	#org12	oral	3	Directed
109	#per109	#org0	vow	3	Directed
99	#per3	#per4	vow	3	Directed
50	#per14	#per138	dream	3	Directed
937	#per13	#per1591	oral	3	Directed
289	#per26	#per1857	oral	3	Directed
338	#org41	#per604	oral	3	Directed
1965	#org0	#org13	oral	3	Directed
1755	#per44	#org12	oral	3	Directed
896	#per63	#per1545	oral	3	Directed
48	#org80	#org80	oral	3	Directed
2166	#per25	#org35	written	3	Directed
154	#per6	#per5	oral	3	Directed
900	#org70	#per63	oral	3	Directed
268	#per26	#per503	oral	3	Directed
347	#per503	#org190	oral	3	Directed
269	#per26	#org0	naming	3	Directed
273	#per500	#org70	oral	3	Directed
541	#per462	#org25	oral	3	Directed
1919	#org4	#org150	oral	3	Directed
542	#per467	#per462	oral	3	Directed
907	#org8	#per1545	oral	3	Directed
1284	#org106	#org70	oral	3	Directed
45	#org79	#per137	oral	3	Directed
1944	#per103	#per1	oral	3	Directed
355	#per503	#org12	oral	3	Directed
1287	#per35	#org104	oral	3	Directed
544	#org13	#per463	oral	3	Directed
159	#org0	#per5	oral	3	Directed
1017	#per1698	#per1563	oral	3	Directed
539	#per93	#per462	oral	3	Directed
580	#per522	#org131	oral	3	Directed
1770	#org12	#org0	soCalled	3	Directed
84	#per3	#per138	oral	3	Directed
1974	#org2	#org2	oral	3	Directed
926	#per13	#per14	oral	3	Directed
323	#org4	#per639	oral	3	Directed
2099	#org37	#per504	oral	3	Directed
536	#org96	#per462	oral	3	Directed
945	#per642	#per1585	oral	3	Directed
1319	#per473	#org131	oral	3	Directed
924	#per1526	#per13	oral	3	Directed
1038	#per1705	#org301	oral	3	Directed
2152	#org14	#org0	written	3	Directed
511	#org91	#per992	oral	3	Directed
1610	#per859	#org53	idea	3	Directed
1609	#per859	#org126	idea	3	Directed
2161	#per25	#org31	written	3	Directed
1584	#per859	#per14	prayer	3	Directed
2103	#per543	#org0	oral	3	Directed
1010	#org81	#org0	oral	3	Directed
418	#org4	#per991	oral	3	Directed
346	#org40	#per503	oral	3	Directed
1395	#per1440	#org39	oral	3	Directed
510	#per1043	#org91	oral	3	Directed
1167	#org70	#per1053	oral	3	Directed
191	#per104	#per4	idea	3	Directed
728	#per35	#per749	oral	3	Directed
963	#per1510	#per642	oral	3	Directed
449	#per1009	#per1024	oral	3	Directed
1657	#org223	#org0	oral	3	Directed
669	#per703	#per522	oral	3	Directed
1468	#org70	#per15	soCalled	3	Directed
1658	#per861	#per976	oral	3	Directed
1659	#per976	#per861	oral	3	Directed
1165	#per1129	#per1053	oral	3	Directed
377	#per915	#per708	oral	3	Directed
962	#per1509	#per642	oral	3	Directed
313	#per638	#per639	written	3	Directed
2112	#per504	#org29	oral	3	Directed
668	#per522	#per703	oral	3	Directed
1460	#per15	#org267	idea	3	Directed
427	#per991	#org70	oral	3	Directed
1060	#per1563	#per1529	oral	3	Directed
1170	#per1088	#per1067	oral	3	Directed
1058	#per1529	#per1563	oral	3	Directed
1512	#per15	#org171	oral	3	Directed
1666	#per967	#per968	oral	3	Directed
2065	#org4	#per21	oral	3	Directed
1837	#org18	#per1	idea	3	Directed
752	#per714	#org144	oral	3	Directed
1669	#org4	#org0	written	3	Directed
33	#per134	#per2	oral	3	Directed
1781	#per20	#per1	oral	3	Directed
380	#per503	#org49	oral	3	Directed
2147	#per14	#org4	soCalled	3	Directed
1501	#per1068	#per15	oral	3	Directed
1834	#org5	#org0	soCalled	3	Directed
386	#org70	#org40	soCalled	3	Directed
1925	#per1	#per11	oral	3	Directed
1495	#org14	#org100	oral	3	Directed
1505	#per14	#per1068	oral	3	Directed
317	#per639	#org322	oral	3	Directed
135	#per150	#org88	oral	3	Directed
1491	#org25	#org39	oral	3	Directed
703	#org65	#per35	oral	3	Directed
457	#org25	#per691	oral	3	Directed
1073	#per1693	#per1587	oral	3	Directed
1487	#per14	#org39	idea	3	Directed
302	#per1771	#per26	oral	3	Directed
31	#per2	#per395	oral	3	Directed
709	#per522	#per734	oral	3	Directed
711	#per35	#org39	written	3	Directed
1070	#org24	#per1693	oral	3	Directed
679	#org147	#per707	idea	3	Directed
714	#per660	#per722	oral	3	Directed
676	#per522	#org149	oral	3	Directed
717	#per660	#per733	oral	3	Directed
675	#org149	#per522	oral	3	Directed
2049	#per507	#per504	oral	3	Directed
2048	#per507	#per1	oral	3	Directed
1514	#org0	#org0	oath	3	Directed
13	#per142	#per14	oral	3	Directed
661	#per703	#per35	oral	3	Directed
577	#org25	#per481	oral	3	Directed
1046	#org100	#per1563	oral	3	Directed
368	#per503	#org57	oral	3	Directed
2077	#per483	#org120	oral	3	Directed
1089	#per1587	#per1442	oral	3	Directed
121	#per3	#per132	oral	3	Directed
65	#per2	#org84	oral	3	Directed
1141	#per14	#per74	oral	3	Directed
1696	#per14	#org70	oath	3	Directed
2148	#per1	#per14	oral	3	Directed
1542	#per15	#per1444	idea	3	Directed
1042	#per1693	#org70	oral	3	Directed
1543	#per14	#per1444	oral	3	Directed
643	#org144	#per35	idea	3	Directed
785	#org22	#org0	oral	3	Directed
399	#org4	#org70	oral	3	Directed
1140	#per1636	#per74	idea	3	Directed
555	#per654	#per655	oral	3	Directed
805	#org147	#per714	oral	3	Directed
509	#org91	#per1043	oral	3	Directed
1701	#per1498	#per1497	oral	3	Directed
808	#per790	#per714	oral	3	Directed
809	#per714	#per790	oral	3	Directed
638	#per35	#per662	oral	3	Directed
4	#per20	#per241	oral	3	Directed
689	#per35	#per660	oral	3	Directed
1819	#org0	#per21	oral	3	Directed
1888	#per953	#per1	oral	3	Directed
786	#per35	#per729	oral	3	Directed
138	#per150	#org63	oral	3	Directed
1179	#org39	#org0	oral	3	Directed
1889	#per1	#per953	oral	3	Directed
2030	#org3	#org37	oral	3	Directed
1520	#per15	#org271	oral	3	Directed
764	#per716	#per726	oral	3	Directed
765	#per726	#per716	oral	3	Directed
1146	#per973	#org175	written	3	Directed
657	#per659	#org144	idea	3	Directed
768	#per35	#per715	oral	3	Directed
523	#org70	#org46	oral	3	Directed
202	#per104	#org65	oral	3	Directed
971	#per66	#per642	oral	3	Directed
1674	#per577	#org0	written	3	Directed
1260	#per35	#org101	oral	3	Directed
1526	#per15	#per975	idea	3	Directed
64	#org0	#per2	oral	3	Directed
1434	#per14	#pla72	oath	3	Directed
558	#per481	#per14	oral	3	Directed
1048	#org15	#org15	oral	3	Directed
1527	#per14	#per975	oral	3	Directed
781	#per715	#org0	oral	3	Directed
972	#per642	#per66	oral	3	Directed
341	#org242	#per26	oral	3	Directed
492	#per990	#org39	oral	2	Directed
1231	#per845	#per845	oral	2	Directed
2156	#org37	#org19	oral	2	Directed
485	#per990	#per1041	oral	2	Directed
2158	#per206	#org0	written	2	Directed
82	#per3	#org53	oral	2	Directed
333	#per935	#org25	oral	2	Directed
78	#per14	#per136	oral	2	Directed
319	#org322	#per639	oral	2	Directed
1173	#org70	#per1067	oral	2	Directed
504	#per1008	#per992	oral	2	Directed
1166	#per1053	#org70	oral	2	Directed
505	#per992	#per1043	oral	2	Directed
1163	#org25	#per1053	oral	2	Directed
1162	#per1053	#org25	oral	2	Directed
58	#per134	#org0	oral	2	Directed
316	#per639	#per14	oral	2	Directed
1153	#per1361	#per1081	oral	2	Directed
493	#per990	#per14	prayer	2	Directed
1152	#per1330	#org13	oral	2	Directed
1841	#org3	#per58	oral	2	Directed
1142	#per74	#org172	oral	2	Directed
1136	#per1436	#per74	oral	2	Directed
321	#thin1	#per639	oral	2	Directed
2145	#org185	#org0	soCalled	2	Directed
1121	#org12	#per71	idea	2	Directed
1120	#per19	#org12	oral	2	Directed
60	#per3	#per2	oral	2	Directed
61	#per2	#per3	oral	2	Directed
1826	#pla3	#org0	oral	2	Directed
1821	#per1	#per41	oral	2	Directed
1800	#org2	#org3	oral	2	Directed
76	#per132	#per136	oral	2	Directed
2153	#org22	#org18	soCalled	2	Directed
1805	#org3	#org0	idea	2	Directed
1214	#org262	#per969	oral	2	Directed
1212	#per1728	#org310	oral	2	Directed
1208	#per1734	#per1727	idea	2	Directed
1207	#per1726	#per1734	oral	2	Directed
1206	#per1734	#per1726	idea	2	Directed
1205	#per1727	#per1734	oral	2	Directed
2151	#org22	#org102	soCalled	2	Directed
73	#per136	#per132	oral	2	Directed
500	#org140	#org140	oral	2	Directed
1813	#per38	#per10	oral	2	Directed
69	#org83	#per2	oral	2	Directed
1188	#per1058	#per1067	written	2	Directed
67	#per149	#per2	oral	2	Directed
1790	#per1	#per57	oral	2	Directed
468	#per691	#org93	oral	2	Directed
1789	#per57	#per1	oral	2	Directed
1488	#org39	#per15	oral	2	Directed
1652	#per46	#per970	oral	2	Directed
186	#per189	#org88	oral	2	Directed
1482	#org8	#org19	soCalled	2	Directed
1483	#org8	#per15	soCalled	2	Directed
1648	#per46	#per974	oral	2	Directed
458	#per691	#org25	oral	2	Directed
2172	#org51	#per1	prayer	2	Directed
1240	#per845	#per20	oral	2	Directed
2174	#org0	#per1	prayer	2	Directed
1497	#org8	#per1158	oral	2	Directed
451	#per1009	#per999	oral	2	Directed
450	#per999	#per1009	oral	2	Directed
1504	#per14	#per1068	idea	2	Directed
177	#per104	#per14	vow	2	Directed
188	#per189	#org88	idea	2	Directed
131	#per4	#per4	thought	2	Directed
194	#per104	#per133	idea	2	Directed
1660	#per861	#org223	oral	2	Directed
1463	#org70	#per15	oral	2	Directed
1461	#per14	#org267	oral	2	Directed
1458	#per15	#per15	thought	2	Directed
1663	#org4	#per861	oral	2	Directed
1455	#org39	#org39	soCalled	2	Directed
426	#org233	#org233	oral	2	Directed
198	#org88	#per133	oral	2	Directed
1672	#per577	#per46	oral	2	Directed
1673	#per46	#per577	oral	2	Directed
1443	#org70	#org103	prayer	2	Directed
1438	#org0	#per473	oral	2	Directed
127	#per14	#per132	oral	2	Directed
204	#per104	#per4	vow	2	Directed
176	#per133	#org65	oral	2	Directed
136	#per139	#per4	oral	2	Directed
1513	#org93	#per14	prayer	2	Directed
166	#per178	#org0	oral	2	Directed
1601	#per14	#pla112	oral	2	Directed
433	#per991	#org93	oral	2	Directed
1602	#per859	#per14	oral	2	Directed
156	#org0	#per245	oral	2	Directed
1593	#per859	#org172	idea	2	Directed
1592	#org70	#per859	oral	2	Directed
160	#per5	#org0	oral	2	Directed
161	#per6	#org0	oral	2	Directed
164	#per178	#per104	oral	2	Directed
1575	#org172	#org0	oral	2	Directed
165	#per104	#per178	oral	2	Directed
435	#org236	#per991	oral	2	Directed
437	#per991	#per995	oral	2	Directed
438	#per995	#per991	oral	2	Directed
1562	#org82	#org0	oral	2	Directed
1516	#per1450	#per15	oral	2	Directed
2182	#per25	#org0	written	2	Directed
2181	#org52	#per17	oral	2	Directed
170	#per196	#per104	oral	2	Directed
1557	#per15	#per1134	idea	2	Directed
1552	#per1071	#per15	oral	2	Directed
171	#per104	#per196	oral	2	Directed
1546	#per1072	#per1353	oral	2	Directed
1545	#per1353	#org171	oral	2	Directed
148	#per5	#org88	oral	2	Directed
1622	#org174	#org0	soCalled	2	Directed
1632	#pla125	#org0	oral	2	Directed
428	#per991	#org24	oral	2	Directed
1523	#per14	#org271	oral	2	Directed
447	#per999	#org239	oral	2	Directed
1677	#org18	#org18	oral	2	Directed
2169	#org51	#per14	prayer	2	Directed
1428	#org70	#org102	idea	2	Directed
1280	#per473	#per473	oral	2	Directed
1314	#per14	#per473	oral	2	Directed
475	#per994	#org4	oral	2	Directed
1312	#per473	#pla175	oral	2	Directed
1311	#org70	#per14	idea	2	Directed
1309	#per35	#org4	oral	2	Directed
1305	#per473	#org19	oral	2	Directed
6	#per241	#per20	oral	2	Directed
1760	#org0	#org8	idea	2	Directed
1761	#org8	#org0	idea	2	Directed
275	#per503	#per26	oral	2	Directed
479	#per990	#per994	oral	2	Directed
277	#per26	#org46	oral	2	Directed
278	#per14	#per26	idea	2	Directed
279	#org70	#org0	written	2	Directed
1771	#per573	#org18	oral	2	Directed
474	#per994	#per14	prayer	2	Directed
284	#org15	#org0	idea	2	Directed
1774	#org5	#per10	oral	2	Directed
7	#per145	#per14	oral	2	Directed
1264	#org101	#org0	soCalled	2	Directed
482	#org53	#per990	oral	2	Directed
1261	#org19	#org19	prayer	2	Directed
1257	#org100	#org100	oral	2	Directed
1256	#per14	#per851	oral	2	Directed
1253	#org18	#org0	oral	2	Directed
1250	#per854	#org0	oral	2	Directed
295	#org25	#per26	oral	2	Directed
1247	#per20	#org0	oral	2	Directed
1246	#org18	#org18	soCalled	2	Directed
1245	#per845	#per851	socalled	2	Directed
1752	#per14	#per77	written	2	Directed
1318	#per14	#per35	prayer	2	Directed
124	#org4	#per4	dream	2	Directed
112	#per16	#org0	vow	2	Directed
1422	#org0	#thin0	oral	2	Directed
1413	#per14	#pla890	oral	2	Directed
211	#per578	#org65	oral	2	Directed
212	#per578	#per579	oral	2	Directed
1699	#per1498	#per980	written	2	Directed
1396	#per1601	#per19	oral	2	Directed
464	#per691	#per14	prayer	2	Directed
223	#per583	#org127	oral	2	Directed
1380	#org0	#org0	prayer	2	Directed
230	#org70	#per26	idea	2	Directed
115	#per16	#per135	oral	2	Directed
1368	#org173	#org173	thought	2	Directed
113	#per135	#org0	vow	2	Directed
238	#per500	#per585	oral	2	Directed
465	#per691	#per1037	oral	2	Directed
1751	#per14	#org0	written	2	Directed
105	#per4	#per14	oral	2	Directed
466	#per1037	#per691	oral	2	Directed
104	#per4	#org0	vow	2	Directed
1353	#per19	#org70	idea	2	Directed
103	#per4	#per4	oral	2	Directed
1117	#per71	#org39	oral	2	Directed
469	#org93	#org242	oral	2	Directed
246	#org70	#per585	oral	2	Directed
470	#org242	#org93	oral	2	Directed
1337	#pla15	#org0	soCalled	2	Directed
100	#per3	#per131	vow	2	Directed
471	#org93	#org242	idea	2	Directed
96	#per4	#per136	oral	2	Directed
1324	#per473	#org126	oral	2	Directed
1118	#org12	#per19	oral	2	Directed
1599	#per14	#org88	oral	2	Directed
944	#per1585	#per642	written	2	Directed
914	#per1545	#per1583	oral	2	Directed
746	#per714	#per664	oral	2	Directed
1937	#per28	#per53	spoken	2	Directed
2039	#per505	#per21	oral	2	Directed
10	#per241	#org0	oral	2	Directed
2127	#per563	#per504	oral	2	Directed
1940	#per53	#per1	spoken	2	Directed
564	#org50	#per654	oral	2	Directed
46	#per137	#org79	oral	2	Directed
375	#per708	#org0	oral	2	Directed
2066	#org37	#per515	oral	2	Directed
664	#per663	#org131	oral	2	Directed
2064	#org37	#org37	oral	2	Directed
534	#per463	#pla1	oral	2	Directed
667	#per704	#per522	oral	2	Directed
938	#per1591	#per13	oral	2	Directed
935	#per13	#org14	oral	2	Directed
29	#per431	#per14	prayer	2	Directed
376	#per708	#per915	oral	2	Directed
680	#per707	#org147	oral	2	Directed
409	#per993	#per1003	oral	2	Directed
350	#per923	#org191	oral	2	Directed
1986	#org12	#per50	oral	2	Directed
543	#org25	#per462	oral	2	Directed
2069	#per504	#per520	oral	2	Directed
1995	#per1	#per30	oral	2	Directed
965	#per1510	#org25	written	2	Directed
823	#per35	#per727	oral	2	Directed
992	#per13	#org24	oral	2	Directed
990	#per14	#per1560	oral	2	Directed
859	#org0	#per39	oral	2	Directed
758	#per783	#per716	oral	2	Directed
987	#org144	#per1560	oral	2	Directed
1923	#per963	#per11	oral	2	Directed
1924	#per11	#per1	oral	2	Directed
982	#per1592	#per1594	idea	2	Directed
981	#per642	#per1592	oral	2	Directed
757	#per714	#per35	written	2	Directed
344	#org24	#org70	idea	2	Directed
28	#per2	#per137	oral	2	Directed
977	#per642	#per1516	oral	2	Directed
2139	#org25	#per504	oral	2	Directed
2035	#org5	#org0	written	2	Directed
753	#per35	#org144	soCalled	2	Directed
973	#per642	#org24	oral	2	Directed
970	#per642	#per66	written	2	Directed
969	#per13	#per642	idea	2	Directed
2037	#per489	#per1	prayer	2	Directed
1932	#org3	#per1	spoken	2	Directed
749	#per35	#per96	oral	2	Directed
1955	#org11	#per1	oral	2	Directed
354	#org24	#per503	oral	2	Directed
1000	#per1563	#org0	oral	2	Directed
910	#per1545	#org8	oral	2	Directed
885	#per750	#per39	oral	2	Directed
883	#per39	#org144	oral	2	Directed
882	#per39	#org21	oral	2	Directed
14	#per154	#per166	oral	2	Directed
712	#per660	#per714	oral	2	Directed
876	#per731	#per39	oral	2	Directed
713	#per714	#per660	oral	2	Directed
1981	#per28	#org3	oral	2	Directed
2043	#per28	#org119	oral	2	Directed
855	#per771	#per35	oral	2	Directed
718	#per660	#per35	written	2	Directed
569	#org53	#org140	oral	2	Directed
1975	#per48	#org12	oral	2	Directed
869	#per39	#per14	oath	2	Directed
868	#per39	#per779	oral	2	Directed
867	#per779	#per39	oral	2	Directed
547	#per654	#per652	oral	2	Directed
722	#per660	#org25	oral	2	Directed
363	#per503	#per925	oral	2	Directed
1979	#per21	#org3	oral	2	Directed
364	#per925	#per503	oral	2	Directed
379	#org49	#per503	oral	2	Directed
729	#org22	#per35	oral	2	Directed
886	#per750	#per39	written	2	Directed
2124	#per558	#per504	oral	2	Directed
545	#per665	#per652	oral	2	Directed
2056	#per17	#per21	oral	2	Directed
30	#per395	#per2	oral	2	Directed
686	#org147	#per657	oral	2	Directed
690	#per660	#per35	oral	2	Directed
845	#per35	#per728	oral	2	Directed
692	#per35	#per35	thought	2	Directed
2119	#per556	#org24	oral	2	Directed
846	#per739	#org0	oral	2	Directed
572	#org53	#org142	oral	2	Directed
905	#per1545	#per1545	thought	2	Directed
2125	#per563	#org13	oral	2	Directed
701	#org0	#org0	song	2	Directed
891	#per1522	#per1570	oral	2	Directed
702	#per35	#org65	oral	2	Directed
903	#per14	#per1555	oral	2	Directed
902	#per63	#org70	idea	2	Directed
901	#org288	#per63	oral	2	Directed
1961	#org0	#org15	oral	2	Directed
704	#org147	#org147	oral	2	Directed
1984	#per1	#org24	oral	2	Directed
2055	#per21	#per14	oral	2	Directed
851	#per35	#per779	oral	2	Directed
734	#per35	#per653	oral	2	Directed
818	#per768	#org25	idea	2	Directed
2001	#org4	#org3	oral	2	Directed
2031	#per0	#org29	oral	2	Directed
552	#org12	#org70	oral	2	Directed
607	#per522	#per692	oral	2	Directed
1081	#per1587	#org291	written	2	Directed
1874	#per10	#org0	oral	2	Directed
2018	#org29	#org29	oral	2	Directed
2019	#per25	#per112	oral	2	Directed
1076	#per1587	#per1669	oral	2	Directed
609	#per659	#org70	oral	2	Directed
612	#per522	#per14	prayer	2	Directed
613	#per522	#org25	oral	2	Directed
806	#per714	#org147	oral	2	Directed
1071	#per1693	#org24	oral	2	Directed
334	#per936	#org70	oral	2	Directed
1880	#per1	#per952	oral	2	Directed
581	#org131	#per522	oral	2	Directed
1882	#per1	#org15	oath	2	Directed
525	#org50	#org50	oral	2	Directed
1884	#per25	#per1	oral	2	Directed
2130	#per564	#per504	oral	2	Directed
51	#per138	#per14	dream	2	Directed
1056	#per1705	#per1529	oral	2	Directed
811	#per35	#org24	oral	2	Directed
2096	#per537	#org13	oral	2	Directed
763	#per716	#org144	oral	2	Directed
800	#per721	#per768	oral	2	Directed
605	#org53	#per659	idea	2	Directed
797	#per715	#per717	oral	2	Directed
2129	#per564	#per563	oral	2	Directed
590	#per684	#per522	oral	2	Directed
328	#per639	#org72	oral	2	Directed
515	#org46	#org131	oral	2	Directed
516	#org93	#org39	oral	2	Directed
329	#per639	#org0	oral	2	Directed
591	#per522	#per684	oral	2	Directed
331	#per932	#per26	oral	2	Directed
406	#per14	#per690	soCalled	2	Directed
517	#org39	#org93	oral	2	Directed
1859	#org2	#per50	oral	2	Directed
2143	#per872	#org0	written	2	Directed
583	#org122	#org131	oral	2	Directed
1100	#per1713	#per1625	oral	2	Directed
519	#org93	#org50	oral	2	Directed
2016	#per112	#per112	oral	2	Directed
332	#per934	#per604	oral	2	Directed
2017	#per48	#per48	oral	2	Directed
2011	#per26	#org22	written	2	Directed
1867	#per1	#org15	soCalled	2	Directed
796	#per715	#per721	oral	2	Directed
599	#org70	#org24	oral	2	Directed
1087	#per1587	#org302	oral	2	Directed
2095	#org118	#org0	written	2	Directed
1052	#org144	#per1693	soCalled	2	Directed
35	#per143	#per143	oral	2	Directed
646	#per653	#per35	oral	2	Directed
813	#org24	#per35	oral	2	Directed
814	#per35	#per790	oral	2	Directed
1002	#per1693	#per1694	written	2	Directed
26	#per251	#per2	oral	2	Directed
1004	#per1694	#per1693	oral	2	Directed
401	#per997	#per1016	oral	2	Directed
2026	#org24	#org29	oral	2	Directed
25	#org65	#org0	oral	2	Directed
772	#per714	#per789	oral	2	Directed
2140	#per17	#per19	oral	2	Directed
637	#per662	#per35	oral	2	Directed
639	#per522	#per660	oral	2	Directed
1909	#per961	#per961	oral	2	Directed
815	#org161	#per35	oral	2	Directed
1016	#per1563	#per1698	oral	2	Directed
1600	#per859	#pla112	idea	2	Directed
1912	#per11	#per961	oral	2	Directed
1013	#per1700	#per1698	idea	2	Directed
336	#org24	#per26	oral	2	Directed
416	#per1028	#org0	oral	2	Directed
2024	#per21	#per485	oral	2	Directed
1901	#org12	#org5	oral	2	Directed
1039	#org301	#per1705	oral	2	Directed
2023	#per21	#per484	oral	2	Directed
2092	#org118	#org118	oral	2	Directed
1044	#per1563	#org25	oral	2	Directed
776	#per789	#per789	thought	2	Directed
2089	#org24	#per526	oral	2	Directed
627	#per522	#per95	written	2	Directed
1041	#org70	#per1693	oral	2	Directed
629	#per95	#per35	oral	2	Directed
1008	#per1693	#per1563	oral	2	Directed
578	#per481	#org25	oral	2	Directed
1897	#per48	#org29	oral	2	Directed
1036	#per1700	#per1702	oral	2	Directed
1035	#per1702	#per1700	oral	2	Directed
1899	#org0	#per50	oral	2	Directed
1030	#per1702	#org0	oral	2	Directed
631	#org70	#per35	oral	2	Directed
1685	#per978	#per987	oral	1	Directed
2027	#per48	#org3	oral	1	Directed
2032	#per112	#per489	oral	1	Directed
1671	#per577	#org100	oral	1	Directed
36	#per2	#per14	thought	1	Directed
2014	#org12	#per21	oral	1	Directed
122	#org89	#per4	oral	1	Directed
1661	#org223	#per861	oral	1	Directed
2170	#org52	#per14	prayer	1	Directed
129	#per32	#per4	oral	1	Directed
1683	#per986	#per14	prayer	1	Directed
2041	#org4	#per28	oral	1	Directed
128	#per16	#per132	oral	1	Directed
2025	#per485	#per21	oral	1	Directed
1665	#per968	#org222	oral	1	Directed
125	#per4	#org4	dream	1	Directed
2038	#org17	#org17	oral	1	Directed
1664	#per861	#per14	prayer	1	Directed
2021	#org3	#per14	oral	1	Directed
1678	#per1	#per961	oral	1	Directed
2042	#per17	#per28	oral	1	Directed
1682	#per14	#per986	oral	1	Directed
1849	#org1	#per48	oral	1	Directed
15	#per440	#org0	oral	1	Directed
1617	#per20	#org0	soCalled	1	Directed
2184	#pla69	#pla69	thought	1	Directed
2183	#org4	#per1	oral	1	Directed
21	#per47	#per14	prayer	1	Directed
2090	#per526	#org24	oral	1	Directed
150	#per5	#per193	oral	1	Directed
2087	#per504	#org6	oral	1	Directed
2086	#per528	#per504	oral	1	Directed
2085	#org121	#per504	dream	1	Directed
1625	#org65	#per14	prayer	1	Directed
2084	#per504	#per483	oral	1	Directed
3	#per145	#per241	oral	1	Directed
149	#org88	#per4	written	1	Directed
2080	#org2	#org37	oral	1	Directed
2079	#org13	#org37	oral	1	Directed
2078	#per483	#org3	oral	1	Directed
2178	#per25	#org52	oral	1	Directed
1615	#pla22	#org0	oral	1	Directed
2097	#org14	#per504	oral	1	Directed
2116	#org5	#org29	oral	1	Directed
1614	#org100	#pla22	oral	1	Directed
2111	#org13	#org24	oral	1	Directed
2114	#org29	#per504	oral	1	Directed
19	#per47	#org0	vow	1	Directed
2107	#per553	#per504	oral	1	Directed
1603	#org70	#per859	idea	1	Directed
20	#per47	#per14	vow	1	Directed
153	#org0	#per6	oral	1	Directed
1606	#per73	#per14	prayer	1	Directed
2104	#org0	#per543	oral	1	Directed
2102	#per504	#org0	oral	1	Directed
1608	#org81	#org0	prayer	1	Directed
2101	#org6	#org14	oral	1	Directed
2100	#org14	#org6	oral	1	Directed
1611	#pla22	#pla3	oral	1	Directed
152	#per5	#per5	thought	1	Directed
146	#org88	#org0	idea	1	Directed
2076	#org120	#org0	oral	1	Directed
1654	#per970	#per861	oral	1	Directed
2173	#org4	#per1	prayer	1	Directed
2118	#org24	#per556	oral	1	Directed
1641	#per858	#per858	thought	1	Directed
2062	#org37	#per21	oral	1	Directed
2061	#per21	#org70	oral	1	Directed
1642	#pla162	#per858	soCalled	1	Directed
2058	#org24	#per21	oral	1	Directed
2057	#per21	#org24	oral	1	Directed
1647	#per977	#per46	oral	1	Directed
1627	#per14	#org18	soCalled	1	Directed
2121	#per559	#per504	oral	1	Directed
2054	#per512	#org4	oral	1	Directed
2052	#per21	#per510	oral	1	Directed
1649	#per861	#org14	oral	1	Directed
2051	#org27	#per21	oral	1	Directed
134	#per139	#per150	oral	1	Directed
2050	#per21	#per509	oral	1	Directed
1689	#org93	#org0	oral	1	Directed
1638	#org70	#per859	soCalled	1	Directed
2117	#org13	#org25	oral	1	Directed
2176	#org0	#per17	prayer	1	Directed
1628	#per14	#org19	soCalled	1	Directed
140	#per124	#per4	oral	1	Directed
139	#per4	#per124	oral	1	Directed
2075	#per504	#org15	oral	1	Directed
2074	#per1	#org37	oral	1	Directed
1633	#org101	#org0	prayer	1	Directed
1634	#per859	#per17	idea	1	Directed
27	#per2	#per251	oral	1	Directed
2072	#per35	#per14	written	1	Directed
