;whoid;correspid;Source;Target;Weight;Type
569;#per1;#org3;Jesús;discípulos;1;directed
570;#per1;#org3;Jesús;discípulos;1;directed
571;#per1;#org3;Jesús;discípulos;1;directed
572;#per1;#org3;Jesús;discípulos;1;directed
573;#per1;#org3;Jesús;discípulos;1;directed
574;#per1;#org3;Jesús;discípulos;1;directed
575;#per1;#org3;Jesús;discípulos;1;directed
576;#per1;#org3;Jesús;discípulos;1;directed
577;#per1;#org3;Jesús;discípulos;1;directed
578;#per1;#org3;Jesús;discípulos;1;directed
579;#per1;#org3;Jesús;discípulos;1;directed
580;#per1;#org3;Jesús;discípulos;1;directed
581;#per1;#org3;Jesús;discípulos;1;directed
582;#per1;#org2;Jesús;fariseos;1;directed
583;#per1;#org2;Jesús;fariseos;1;directed
584;#per1;#org2;Jesús;fariseos;1;directed
585;#per1;#org2;Jesús;fariseos;1;directed
586;#per1;#org2;Jesús;fariseos;1;directed
587;#per1;#org3;Jesús;discípulos;1;directed
588;#per1;#org3;Jesús;discípulos;1;directed
589;#per1;#org3;Jesús;discípulos;1;directed
590;#per1;#per0;Jesús;persona no definida;1;directed
591;#per1;#per0;Jesús;persona no definida;1;directed
592;#per1;#per0;Jesús;persona no definida;1;directed
593;#per1;#per0;Jesús;persona no definida;1;directed
594;#per1;#org3;Jesús;discípulos;1;directed
595;#per1;#org3;Jesús;discípulos;1;directed
596;#per1;#org3;Jesús;discípulos;1;directed
597;#per1;#per21;Jesús;Simón Pedro;1;directed
598;#per1;#org3;Jesús;discípulos;1;directed
599;#per1;#per21;Jesús;Simón Pedro;1;directed
600;#per1;#org3;Jesús;discípulos;1;directed
601;#per1;#per21;Jesús;Simón Pedro;1;directed
602;#per1;#org3;Jesús;discípulos;1;directed
603;#per1;#org3;Jesús;discípulos;1;directed
604;#per1;#org3;Jesús;discípulos;1;directed
605;#per1;#org3;Jesús;discípulos;1;directed
606;#per1;#org3;Jesús;discípulos;1;directed
607;#per1;#org3;Jesús;discípulos;1;directed
608;#per1;#org3;Jesús;discípulos;1;directed
609;#per1;#org3;Jesús;discípulos;1;directed
610;#per1;#org3;Jesús;discípulos;1;directed
611;#per1;#org3;Jesús;discípulos;1;directed
612;#per1;#org3;Jesús;discípulos;1;directed
613;#per1;#org3;Jesús;discípulos;1;directed
614;#per1;#org3;Jesús;discípulos;1;directed
615;#per1;#org3;Jesús;discípulos;1;directed
616;#per1;#org3;Jesús;discípulos;1;directed
617;#per1;#org3;Jesús;discípulos;1;directed
618;#per1;#org3;Jesús;discípulos;1;directed
619;#per1;#org3;Jesús;discípulos;1;directed
620;#per1;#org3;Jesús;discípulos;1;directed
621;#per1;#per41;Jesús;madre de hijos de Zebedeo;1;directed
622;#per1;#per41;Jesús;madre de hijos de Zebedeo;1;directed
623;#per1;#per23;Jesús;Jacobo;1;directed
624;#per1;#per25;Jesús;Juan;1;directed
625;#per1;#per23;Jesús;Jacobo;1;directed
626;#per1;#per25;Jesús;Juan;1;directed
627;#per1;#org3;Jesús;discípulos;1;directed
628;#per1;#org3;Jesús;discípulos;1;directed
629;#per1;#org3;Jesús;discípulos;1;directed
630;#per1;#org3;Jesús;discípulos;1;directed
631;#per1;#org15;Jesús;enfermos;1;directed
632;#per1;#org3;Jesús;discípulos;1;directed
633;#per1;#org3;Jesús;discípulos;1;directed
634;#per1;#org0;Jesús;gente;1;directed
635;#per1;#org12;Jesús;sacerdotes;1;directed
636;#per1;#org5;Jesús;escribas;1;directed
637;#per1;#per0;Jesús;persona no definida;1;directed
638;#per1;#org3;Jesús;discípulos;1;directed
639;#per1;#org3;Jesús;discípulos;1;directed
640;#per1;#org12;Jesús;sacerdotes;1;directed
641;#per1;#org25;Jesús;ancianos;1;directed
642;#per1;#org12;Jesús;sacerdotes;1;directed
643;#per1;#org25;Jesús;ancianos;1;directed
644;#per1;#org12;Jesús;sacerdotes;1;directed
645;#per1;#org12;Jesús;sacerdotes;1;directed
646;#per1;#org25;Jesús;ancianos;1;directed
647;#per1;#org12;Jesús;sacerdotes;1;directed
648;#per1;#org25;Jesús;ancianos;1;directed
649;#per1;#org12;Jesús;sacerdotes;1;directed
650;#per1;#org25;Jesús;ancianos;1;directed
651;#per1;#org12;Jesús;sacerdotes;1;directed
652;#per1;#org12;Jesús;sacerdotes;1;directed
653;#per1;#org25;Jesús;ancianos;1;directed
654;#per1;#org12;Jesús;sacerdotes;1;directed
655;#per1;#org25;Jesús;ancianos;1;directed
656;#per1;#org12;Jesús;sacerdotes;1;directed
657;#per1;#org25;Jesús;ancianos;1;directed
658;#per1;#org12;Jesús;sacerdotes;1;directed
659;#per1;#org25;Jesús;ancianos;1;directed
660;#per1;#org12;Jesús;sacerdotes;1;directed
661;#per1;#org25;Jesús;ancianos;1;directed
662;#per1;#org12;Jesús;sacerdotes;1;directed
663;#per1;#org25;Jesús;ancianos;1;directed
664;#per1;#org12;Jesús;sacerdotes;1;directed
665;#per1;#org25;Jesús;ancianos;1;directed
666;#per1;#org12;Jesús;sacerdotes;1;directed
667;#per1;#org25;Jesús;ancianos;1;directed
668;#per1;#org12;Jesús;sacerdotes;1;directed
669;#per1;#org25;Jesús;ancianos;1;directed
670;#per1;#org12;Jesús;sacerdotes;1;directed
671;#per1;#org25;Jesús;ancianos;1;directed
672;#per1;#org12;Jesús;sacerdotes;1;directed
673;#per1;#org25;Jesús;ancianos;1;directed
674;#per1;#org12;Jesús;sacerdotes;1;directed
675;#per1;#org25;Jesús;ancianos;1;directed
676;#per1;#org12;Jesús;sacerdotes;1;directed
677;#per1;#org25;Jesús;ancianos;1;directed
678;#per1;#org12;Jesús;sacerdotes;1;directed
679;#per1;#org25;Jesús;ancianos;1;directed
680;#per1;#org0;Jesús;gente;1;directed
681;#per1;#org0;Jesús;gente;1;directed
682;#per1;#org0;Jesús;gente;1;directed
683;#per1;#org0;Jesús;gente;1;directed
684;#per1;#org0;Jesús;gente;1;directed
685;#per1;#org0;Jesús;gente;1;directed
686;#per1;#org0;Jesús;gente;1;directed
687;#per1;#org0;Jesús;gente;1;directed
688;#per1;#org0;Jesús;gente;1;directed
689;#per1;#org0;Jesús;gente;1;directed
690;#per1;#org0;Jesús;gente;1;directed
691;#per1;#org0;Jesús;gente;1;directed
692;#per1;#org0;Jesús;gente;1;directed
693;#per1;#org2;Jesús;fariseos;1;directed
694;#per1;#org9;Jesús;herodianos;1;directed
695;#per1;#org2;Jesús;fariseos;1;directed
696;#per1;#org9;Jesús;herodianos;1;directed
697;#per1;#org2;Jesús;fariseos;1;directed
698;#per1;#org9;Jesús;herodianos;1;directed
699;#per1;#org2;Jesús;fariseos;1;directed
700;#per1;#org9;Jesús;herodianos;1;directed
701;#per1;#org7;Jesús;saduceos;1;directed
702;#per1;#org7;Jesús;saduceos;1;directed
703;#per1;#org7;Jesús;saduceos;1;directed
704;#per1;#org7;Jesús;saduceos;1;directed
705;#per1;#org2;Jesús;fariseos;1;directed
706;#per1;#org2;Jesús;fariseos;1;directed
707;#per1;#org2;Jesús;fariseos;1;directed
708;#per1;#org2;Jesús;fariseos;1;directed
709;#per1;#org2;Jesús;fariseos;1;directed
710;#per1;#org2;Jesús;fariseos;1;directed
711;#per1;#org2;Jesús;fariseos;1;directed
712;#per1;#org2;Jesús;fariseos;1;directed
713;#per1;#org0;Jesús;gente;1;directed
714;#per1;#org3;Jesús;discípulos;1;directed
715;#per1;#org0;Jesús;gente;1;directed
716;#per1;#org3;Jesús;discípulos;1;directed
717;#per1;#org0;Jesús;gente;1;directed
718;#per1;#org3;Jesús;discípulos;1;directed
719;#per1;#org0;Jesús;gente;1;directed
720;#per1;#org3;Jesús;discípulos;1;directed
721;#per1;#org0;Jesús;gente;1;directed
722;#per1;#org3;Jesús;discípulos;1;directed
723;#per1;#org0;Jesús;gente;1;directed
724;#per1;#org3;Jesús;discípulos;1;directed
725;#per1;#org0;Jesús;gente;1;directed
726;#per1;#org3;Jesús;discípulos;1;directed
727;#per1;#org0;Jesús;gente;1;directed
728;#per1;#org3;Jesús;discípulos;1;directed
729;#per1;#org0;Jesús;gente;1;directed
730;#per1;#org3;Jesús;discípulos;1;directed
731;#per1;#org0;Jesús;gente;1;directed
732;#per1;#org3;Jesús;discípulos;1;directed
733;#per1;#org0;Jesús;gente;1;directed
734;#per1;#org3;Jesús;discípulos;1;directed
735;#per1;#org0;Jesús;gente;1;directed
736;#per1;#org3;Jesús;discípulos;1;directed
737;#per1;#org0;Jesús;gente;1;directed
738;#per1;#org3;Jesús;discípulos;1;directed
739;#per1;#org0;Jesús;gente;1;directed
740;#per1;#org3;Jesús;discípulos;1;directed
741;#per1;#org0;Jesús;gente;1;directed
742;#per1;#org3;Jesús;discípulos;1;directed
743;#per1;#org0;Jesús;gente;1;directed
744;#per1;#org3;Jesús;discípulos;1;directed
745;#per1;#org0;Jesús;gente;1;directed
746;#per1;#org3;Jesús;discípulos;1;directed
747;#per1;#org0;Jesús;gente;1;directed
748;#per1;#org3;Jesús;discípulos;1;directed
749;#per1;#org0;Jesús;gente;1;directed
750;#per1;#org3;Jesús;discípulos;1;directed
751;#per1;#org0;Jesús;gente;1;directed
752;#per1;#org3;Jesús;discípulos;1;directed
753;#per1;#org0;Jesús;gente;1;directed
754;#per1;#org3;Jesús;discípulos;1;directed
755;#per1;#org0;Jesús;gente;1;directed
756;#per1;#org3;Jesús;discípulos;1;directed
757;#per1;#org0;Jesús;gente;1;directed
758;#per1;#org3;Jesús;discípulos;1;directed
759;#per1;#org0;Jesús;gente;1;directed
760;#per1;#org3;Jesús;discípulos;1;directed
761;#per1;#org0;Jesús;gente;1;directed
762;#per1;#org3;Jesús;discípulos;1;directed
763;#per1;#org0;Jesús;gente;1;directed
764;#per1;#org3;Jesús;discípulos;1;directed
765;#per1;#org0;Jesús;gente;1;directed
766;#per1;#org3;Jesús;discípulos;1;directed
767;#per1;#org0;Jesús;gente;1;directed
768;#per1;#org3;Jesús;discípulos;1;directed
769;#per1;#org0;Jesús;gente;1;directed
770;#per1;#org3;Jesús;discípulos;1;directed
771;#per1;#org0;Jesús;gente;1;directed
772;#per1;#org3;Jesús;discípulos;1;directed
773;#per1;#org0;Jesús;gente;1;directed
774;#per1;#org3;Jesús;discípulos;1;directed
775;#per1;#org0;Jesús;gente;1;directed
776;#per1;#org3;Jesús;discípulos;1;directed
777;#per1;#org0;Jesús;gente;1;directed
778;#per1;#org3;Jesús;discípulos;1;directed
779;#per1;#org0;Jesús;gente;1;directed
780;#per1;#org3;Jesús;discípulos;1;directed
781;#per1;#org0;Jesús;gente;1;directed
782;#per1;#org3;Jesús;discípulos;1;directed
783;#per1;#org0;Jesús;gente;1;directed
784;#per1;#org3;Jesús;discípulos;1;directed
785;#per1;#org0;Jesús;gente;1;directed
786;#per1;#org3;Jesús;discípulos;1;directed
787;#per1;#org0;Jesús;gente;1;directed
788;#per1;#org3;Jesús;discípulos;1;directed
789;#per1;#org3;Jesús;discípulos;1;directed
790;#per1;#org3;Jesús;discípulos;1;directed
791;#per1;#org3;Jesús;discípulos;1;directed
792;#per1;#org3;Jesús;discípulos;1;directed
793;#per1;#org3;Jesús;discípulos;1;directed
794;#per1;#org3;Jesús;discípulos;1;directed
795;#per1;#org3;Jesús;discípulos;1;directed
796;#per1;#org3;Jesús;discípulos;1;directed
797;#per1;#org3;Jesús;discípulos;1;directed
798;#per1;#org3;Jesús;discípulos;1;directed
799;#per1;#org3;Jesús;discípulos;1;directed
800;#per1;#org3;Jesús;discípulos;1;directed
801;#per1;#org3;Jesús;discípulos;1;directed
802;#per1;#org3;Jesús;discípulos;1;directed
803;#per1;#org3;Jesús;discípulos;1;directed
804;#per1;#org3;Jesús;discípulos;1;directed
805;#per1;#org3;Jesús;discípulos;1;directed
806;#per1;#org3;Jesús;discípulos;1;directed
807;#per1;#org3;Jesús;discípulos;1;directed
808;#per1;#org3;Jesús;discípulos;1;directed
809;#per1;#org3;Jesús;discípulos;1;directed
810;#per1;#org3;Jesús;discípulos;1;directed
811;#per1;#org3;Jesús;discípulos;1;directed
812;#per1;#org3;Jesús;discípulos;1;directed
813;#per1;#org3;Jesús;discípulos;1;directed
814;#per1;#org3;Jesús;discípulos;1;directed
815;#per1;#org3;Jesús;discípulos;1;directed
816;#per1;#org3;Jesús;discípulos;1;directed
817;#per1;#org3;Jesús;discípulos;1;directed
818;#per1;#org3;Jesús;discípulos;1;directed
819;#per1;#org3;Jesús;discípulos;1;directed
820;#per1;#org3;Jesús;discípulos;1;directed
821;#per1;#org3;Jesús;discípulos;1;directed
822;#per1;#org3;Jesús;discípulos;1;directed
823;#per1;#org3;Jesús;discípulos;1;directed
824;#per1;#org3;Jesús;discípulos;1;directed
825;#per1;#org3;Jesús;discípulos;1;directed
826;#per1;#org3;Jesús;discípulos;1;directed
827;#per1;#org3;Jesús;discípulos;1;directed
828;#per1;#org3;Jesús;discípulos;1;directed
829;#per1;#org3;Jesús;discípulos;1;directed
830;#per1;#org3;Jesús;discípulos;1;directed
831;#per1;#org3;Jesús;discípulos;1;directed
832;#per1;#org3;Jesús;discípulos;1;directed
833;#per1;#org3;Jesús;discípulos;1;directed
834;#per1;#org3;Jesús;discípulos;1;directed
835;#per1;#org3;Jesús;discípulos;1;directed
836;#per1;#org3;Jesús;discípulos;1;directed
837;#per1;#org3;Jesús;discípulos;1;directed
838;#per1;#org3;Jesús;discípulos;1;directed
839;#per1;#org3;Jesús;discípulos;1;directed
840;#per1;#org3;Jesús;discípulos;1;directed
841;#per1;#org3;Jesús;discípulos;1;directed
842;#per1;#org3;Jesús;discípulos;1;directed
843;#per1;#org3;Jesús;discípulos;1;directed
844;#per1;#org3;Jesús;discípulos;1;directed
845;#per1;#org3;Jesús;discípulos;1;directed
846;#per1;#org3;Jesús;discípulos;1;directed
847;#per1;#org3;Jesús;discípulos;1;directed
848;#per1;#org3;Jesús;discípulos;1;directed
849;#per1;#org3;Jesús;discípulos;1;directed
850;#per1;#org3;Jesús;discípulos;1;directed
851;#per1;#org3;Jesús;discípulos;1;directed
852;#per1;#org3;Jesús;discípulos;1;directed
853;#per1;#org3;Jesús;discípulos;1;directed
854;#per1;#org3;Jesús;discípulos;1;directed
855;#per1;#org3;Jesús;discípulos;1;directed
856;#per1;#org3;Jesús;discípulos;1;directed
857;#per1;#org3;Jesús;discípulos;1;directed
858;#per1;#org3;Jesús;discípulos;1;directed
859;#per1;#org3;Jesús;discípulos;1;directed
860;#per1;#org3;Jesús;discípulos;1;directed
861;#per1;#org3;Jesús;discípulos;1;directed
862;#per1;#org3;Jesús;discípulos;1;directed
863;#per1;#org3;Jesús;discípulos;1;directed
864;#per1;#org3;Jesús;discípulos;1;directed
865;#per1;#org3;Jesús;discípulos;1;directed
866;#per1;#org3;Jesús;discípulos;1;directed
867;#per1;#org3;Jesús;discípulos;1;directed
868;#per1;#org3;Jesús;discípulos;1;directed
869;#per1;#org3;Jesús;discípulos;1;directed
870;#per1;#org3;Jesús;discípulos;1;directed
871;#per1;#org3;Jesús;discípulos;1;directed
872;#per1;#org18;Jesús;creyentes;1;directed
873;#per1;#org3;Jesús;discípulos;1;directed
874;#per1;#org3;Jesús;discípulos;1;directed
875;#per1;#org3;Jesús;discípulos;1;directed
876;#per1;#org3;Jesús;discípulos;1;directed
877;#per1;#org3;Jesús;discípulos;1;directed
878;#per1;#org3;Jesús;discípulos;1;directed
879;#per1;#org18;Jesús;creyentes;1;directed
880;#per1;#org3;Jesús;discípulos;1;directed
881;#per1;#org18;Jesús;creyentes;1;directed
882;#per1;#org3;Jesús;discípulos;1;directed
883;#per1;#org18;Jesús;creyentes;1;directed
884;#per1;#org3;Jesús;discípulos;1;directed
885;#per1;#org18;Jesús;creyentes;1;directed
886;#per1;#org3;Jesús;discípulos;1;directed
887;#per1;#org3;Jesús;discípulos;1;directed
888;#per1;#org19;Jesús;no creyentes;1;directed
889;#per1;#org3;Jesús;discípulos;1;directed
890;#per1;#org3;Jesús;discípulos;1;directed
891;#per1;#org3;Jesús;discípulos;1;directed
892;#per1;#per58;Jesús;María Magdalena;1;directed
893;#per1;#org3;Jesús;discípulos;1;directed
894;#per1;#per58;Jesús;María Magdalena;1;directed
895;#per1;#org3;Jesús;discípulos;1;directed
896;#per1;#per58;Jesús;María Magdalena;1;directed
897;#per1;#org3;Jesús;discípulos;1;directed
898;#per1;#per58;Jesús;María Magdalena;1;directed
899;#per1;#org3;Jesús;discípulos;1;directed
900;#per1;#org3;Jesús;discípulos;1;directed
901;#per1;#org3;Jesús;discípulos;1;directed
902;#per1;#org3;Jesús;discípulos;1;directed
903;#per1;#per34;Jesús;Judas Iscariote;1;directed
904;#per1;#org3;Jesús;discípulos;1;directed
905;#per1;#org3;Jesús;discípulos;1;directed
906;#per1;#org3;Jesús;discípulos;1;directed
907;#per1;#org3;Jesús;discípulos;1;directed
908;#per1;#org3;Jesús;discípulos;1;directed
909;#per1;#per21;Jesús;Simón Pedro;1;directed
910;#per1;#org3;Jesús;discípulos;1;directed
911;#per1;#per21;Jesús;Simón Pedro;1;directed
912;#per1;#per22;Jesús;Andrés;1;directed
913;#per1;#per23;Jesús;Jacobo;1;directed
914;#per1;#per14;Jesús;Dios;1;directed
915;#per1;#per21;Jesús;Simón Pedro;1;directed
916;#per1;#per22;Jesús;Andrés;1;directed
917;#per1;#per23;Jesús;Jacobo;1;directed
918;#per1;#per21;Jesús;Simón Pedro;1;directed
919;#per1;#per22;Jesús;Andrés;1;directed
920;#per1;#per23;Jesús;Jacobo;1;directed
921;#per1;#per14;Jesús;Dios;1;directed
922;#per1;#per21;Jesús;Simón Pedro;1;directed
923;#per1;#per22;Jesús;Andrés;1;directed
924;#per1;#per23;Jesús;Jacobo;1;directed
925;#per1;#per21;Jesús;Simón Pedro;1;directed
926;#per1;#per22;Jesús;Andrés;1;directed
927;#per1;#per23;Jesús;Jacobo;1;directed
928;#per1;#per34;Jesús;Judas Iscariote;1;directed
929;#per1;#per21;Jesús;Simón Pedro;1;directed
930;#per1;#per21;Jesús;Simón Pedro;1;directed
931;#per1;#per21;Jesús;Simón Pedro;1;directed
932;#per1;#org0;Jesús;gente;1;directed
933;#per1;#org0;Jesús;gente;1;directed
934;#per1;#org0;Jesús;gente;1;directed
935;#per1;#per48;Jesús;Caifás;1;directed
936;#per1;#per21;Jesús;Simón Pedro;1;directed
937;#per1;#per50;Jesús;Pilato;1;directed
938;#per1;#org0;Jesús;gente;1;directed
939;#per1;#per14;Jesús;Dios;1;directed
940;#per1;#per14;Jesús;Dios;1;directed
941;#per1;#per58;Jesús;María Magdalena;1;directed
942;#per1;#per59;Jesús;María;1;directed
943;#per1;#per58;Jesús;María Magdalena;1;directed
944;#per1;#per59;Jesús;María;1;directed
945;#per1;#org3;Jesús;discípulos;1;directed
946;#per1;#org3;Jesús;discípulos;1;directed
947;#per1;#org3;Jesús;discípulos;1;directed
948;#per14;#org0;Dios;gente;1;directed
949;#per14;#org0;Dios;gente;1;directed
950;#per14;#org18;Dios;creyentes;1;directed
951;#per14;#org18;Dios;creyentes;1;directed
952;#per20;#per1;diablo;Jesús;1;directed
953;#per20;#per1;diablo;Jesús;1;directed
954;#per20;#per1;diablo;Jesús;1;directed
955;#org15;#per1;enfermos;Jesús;1;directed
956;#org15;#per1;enfermos;Jesús;1;directed
957;#org15;#per1;enfermos;Jesús;1;directed
958;#org15;#per1;enfermos;Jesús;1;directed
959;#per57;#per1;Centurión;Jesús;1;directed
960;#per57;#per1;Centurión;Jesús;1;directed
961;#per57;#per0;Centurión;persona no definida;1;directed
962;#org3;#per1;discípulos;Jesús;1;directed
963;#org3;#per1;discípulos;Jesús;1;directed
964;#org3;#per1;discípulos;Jesús;1;directed
965;#org3;#per1;discípulos;Jesús;1;directed
966;#org3;#org0;discípulos;gente;1;directed
967;#org3;#per1;discípulos;Jesús;1;directed
968;#org3;#per1;discípulos;Jesús;1;directed
969;#org3;#per1;discípulos;Jesús;1;directed
970;#org3;#per1;discípulos;Jesús;1;directed
971;#org3;#org0;discípulos;gente;1;directed
972;#org3;#per1;discípulos;Jesús;1;directed
973;#org3;#per1;discípulos;Jesús;1;directed
974;#org3;#per1;discípulos;Jesús;1;directed
975;#org3;#per1;discípulos;Jesús;1;directed
976;#org3;#org3;discípulos;discípulos;1;directed
977;#org3;#per1;discípulos;Jesús;1;directed
978;#org3;#per1;discípulos;Jesús;1;directed
979;#org3;#per1;discípulos;Jesús;1;directed
980;#org3;#per1;discípulos;Jesús;1;directed
981;#org3;#per1;discípulos;Jesús;1;directed
982;#org3;#per1;discípulos;Jesús;1;directed
983;#org3;#per1;discípulos;Jesús;1;directed
984;#org3;#per1;discípulos;Jesús;1;directed
985;#org3;#per58;discípulos;María Magdalena;1;directed
986;#org3;#per58;discípulos;María Magdalena;1;directed
987;#org3;#per1;discípulos;Jesús;1;directed
988;#org3;#per1;discípulos;Jesús;1;directed
989;#org3;#org0;discípulos;gente;1;directed
990;#org6;#per1;demonio;Jesús;1;directed
991;#org6;#per1;demonio;Jesús;1;directed
992;#per0;#per1;persona no definida;Jesús;1;directed
993;#per0;#per1;persona no definida;Jesús;1;directed
994;#per0;#per0;persona no definida;persona no definida;1;directed
995;#per0;#org0;persona no definida;gente;1;directed
996;#per0;#per0;persona no definida;persona no definida;1;directed
997;#per0;#org0;persona no definida;gente;1;directed
998;#per0;#org0;persona no definida;gente;1;directed
999;#per0;#per1;persona no definida;Jesús;1;directed
1000;#per0;#per1;persona no definida;Jesús;1;directed
1001;#per0;#per1;persona no definida;Jesús;1;directed
1002;#per0;#per1;persona no definida;Jesús;1;directed
1003;#per0;#per1;persona no definida;Jesús;1;directed
1004;#per0;#per0;persona no definida;persona no definida;1;directed
1005;#per0;#per0;persona no definida;persona no definida;1;directed
1006;#per0;#per0;persona no definida;persona no definida;1;directed
1007;#per0;#per0;persona no definida;persona no definida;1;directed
1008;#per0;#per0;persona no definida;persona no definida;1;directed
1009;#per0;#per1;persona no definida;Jesús;1;directed
1010;#per0;#per1;persona no definida;Jesús;1;directed
1011;#per0;#per1;persona no definida;Jesús;1;directed
1012;#per0;#org0;persona no definida;gente;1;directed
1013;#per0;#org0;persona no definida;gente;1;directed
1014;#per0;#per0;persona no definida;persona no definida;1;directed
1015;#per0;#org0;persona no definida;gente;1;directed
1016;#per0;#per0;persona no definida;persona no definida;1;directed
1017;#per0;#per0;persona no definida;persona no definida;1;directed
1018;#per0;#per0;persona no definida;persona no definida;1;directed
1019;#per0;#per0;persona no definida;persona no definida;1;directed
1020;#per0;#per0;persona no definida;persona no definida;1;directed
1021;#per0;#per0;persona no definida;persona no definida;1;directed
1022;#per0;#per0;persona no definida;persona no definida;1;directed
1023;#per0;#per0;persona no definida;persona no definida;1;directed
1024;#per0;#per0;persona no definida;persona no definida;1;directed
1025;#per0;#org0;persona no definida;gente;1;directed
1026;#per0;#org0;persona no definida;gente;1;directed
1027;#per0;#org0;persona no definida;gente;1;directed
1028;#per0;#org0;persona no definida;gente;1;directed
1029;#per0;#per0;persona no definida;persona no definida;1;directed
1030;#per0;#org0;persona no definida;gente;1;directed
1031;#per0;#org0;persona no definida;gente;1;directed
1032;#per0;#org0;persona no definida;gente;1;directed
1033;#per0;#per0;persona no definida;persona no definida;1;directed
1034;#per0;#per0;persona no definida;persona no definida;1;directed
1035;#per0;#per0;persona no definida;persona no definida;1;directed
1036;#per0;#per0;persona no definida;persona no definida;1;directed
1037;#per0;#per0;persona no definida;persona no definida;1;directed
1038;#per0;#per0;persona no definida;persona no definida;1;directed
1039;#per0;#per0;persona no definida;persona no definida;1;directed
1040;#per0;#per0;persona no definida;persona no definida;1;directed
1041;#per0;#per0;persona no definida;persona no definida;1;directed
1042;#per0;#per0;persona no definida;persona no definida;1;directed
1043;#per0;#per0;persona no definida;persona no definida;1;directed
1044;#per0;#per21;persona no definida;Simón Pedro;1;directed
1045;#per0;#per21;persona no definida;Simón Pedro;1;directed
1046;#per0;#per21;persona no definida;Simón Pedro;1;directed
1047;#org0;#org0;gente;gente;1;directed
1048;#org0;#org0;gente;gente;1;directed
1049;#org0;#org0;gente;gente;1;directed
1050;#org0;#org0;gente;gente;1;directed
1051;#org0;#org0;gente;gente;1;directed
1052;#org0;#per21;gente;Simón Pedro;1;directed
1053;#org0;#per1;gente;Jesús;1;directed
1054;#org0;#per1;gente;Jesús;1;directed
1055;#org0;#org0;gente;gente;1;directed
1056;#org0;#org0;gente;gente;1;directed
1057;#org0;#org0;gente;gente;1;directed
1058;#org0;#org0;gente;gente;1;directed
1059;#org0;#org0;gente;gente;1;directed
1060;#org0;#org0;gente;gente;1;directed
1061;#org0;#org12;gente;sacerdotes;1;directed
1062;#org0;#org25;gente;ancianos;1;directed
1063;#org0;#org1;gente;Sanedrín;1;directed
1064;#org0;#per1;gente;Jesús;1;directed
1065;#org0;#org0;gente;gente;1;directed
1066;#org0;#org0;gente;gente;1;directed
1067;#org27;#per1;discípulos;Jesús;1;directed
1068;#per3;#per1;Isaac;Jesús;1;directed
1069;#per25;#per10;Juan;Herodes;1;directed
1070;#per25;#per1;Juan;Jesús;1;directed
1071;#per38;#per10;hija de Herodias;Herodes;1;directed
1072;#per21;#per1;Simón Pedro;Jesús;1;directed
1073;#per21;#per1;Simón Pedro;Jesús;1;directed
1074;#per21;#per1;Simón Pedro;Jesús;1;directed
1075;#per21;#per1;Simón Pedro;Jesús;1;directed
1076;#per21;#per1;Simón Pedro;Jesús;1;directed
1077;#per21;#per1;Simón Pedro;Jesús;1;directed
1078;#per21;#org0;Simón Pedro;gente;1;directed
1079;#per21;#per1;Simón Pedro;Jesús;1;directed
1080;#per21;#per1;Simón Pedro;Jesús;1;directed
1081;#per21;#per1;Simón Pedro;Jesús;1;directed
1082;#per21;#per1;Simón Pedro;Jesús;1;directed
1083;#per21;#per1;Simón Pedro;Jesús;1;directed
1084;#per21;#org0;Simón Pedro;gente;1;directed
1085;#per21;#org0;Simón Pedro;gente;1;directed
1086;#per21;#org0;Simón Pedro;gente;1;directed
1087;#per41;#per1;madre de hijos de Zebedeo;Jesús;1;directed
1088;#per23;#per1;Jacobo;Jesús;1;directed
1089;#pla3;#org0;Jerusalén;gente;1;directed
1090;#pla3;#org0;Jerusalén;gente;1;directed
1091;#org12;#per1;sacerdotes;Jesús;1;directed
1092;#org12;#per1;sacerdotes;Jesús;1;directed
1093;#org12;#org12;sacerdotes;sacerdotes;1;directed
1094;#org12;#org25;sacerdotes;ancianos;1;directed
1095;#org12;#org12;sacerdotes;sacerdotes;1;directed
1096;#org12;#org25;sacerdotes;ancianos;1;directed
1097;#org12;#per1;sacerdotes;Jesús;1;directed
1098;#org12;#per1;sacerdotes;Jesús;1;directed
1099;#org12;#per1;sacerdotes;Jesús;1;directed
1100;#org12;#org12;sacerdotes;sacerdotes;1;directed
1101;#org12;#org15;sacerdotes;enfermos;1;directed
1102;#org12;#per34;sacerdotes;Judas Iscariote;1;directed
1103;#org12;#org12;sacerdotes;sacerdotes;1;directed
1104;#org12;#org0;sacerdotes;gente;1;directed
1105;#org12;#org0;sacerdotes;gente;1;directed
1106;#org12;#per50;sacerdotes;Pilato;1;directed
1107;#org12;#per50;sacerdotes;Pilato;1;directed
1108;#org12;#org24;sacerdotes;soldados;1;directed
1109;#org12;#org24;sacerdotes;soldados;1;directed
1110;#org25;#per1;ancianos;Jesús;1;directed
1111;#org25;#org12;ancianos;sacerdotes;1;directed
1112;#org25;#org25;ancianos;ancianos;1;directed
1113;#org25;#org12;ancianos;sacerdotes;1;directed
1114;#org25;#org25;ancianos;ancianos;1;directed
1115;#org25;#per1;ancianos;Jesús;1;directed
1116;#org25;#per1;ancianos;Jesús;1;directed
1117;#org25;#per1;ancianos;Jesús;1;directed
1118;#org25;#org12;ancianos;sacerdotes;1;directed
